OppName,OppFPI,DukeFPI,FPI_diff,DukeFPI_NetChange,OppFPI_PrevYear,FPI_Diff_PrevYear,Surface,Month,Date,Year,Day,Start_Time,Site,Result,DukePts,OppPts,PointDiff,AttNum,AttPct,ESPN_WinPred,COVID_Limit,Rain,City,State,TV_Coverage,Bowl,DukeRankGametime,OppRankGametime,OppRankSeasonEnd,DukeRankedGametime,OppRankedGametime,OppRankedSeasonEnd,1stSeedQB,SchoolBreak,NatlHoliday,UNC_Game,Undefeated_All,Undefeated_Home,Game_After_Loss,Home_Game_After_Home_Loss,First_Game,First_Home_Game,Win_Streak,New_Coach,Record_Past_2,Record_Past_3,Record_Past_4,Record_Past_5,Future_Game,Rennovated
Wake Forest,2.9,-0.3,3.2,-6.7,2.7,-3.7,Turf,11,23,2019,Sat,19.5,Away,L,27,39,-12,24130,77,0.294,FALSE,,Winston-Salem,NC,ACCN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,0,FALSE,0,0,0,1,FALSE,TRUE
Miami (Fla.),5.4,-0.3,5.7,-6.7,11.2,4.8,Grass,11,30,2019,Sat,15.5,Home,W,27,17,10,15913,39.77852215,0.321,FALSE,,Durham,NC,ESPN2,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,0,0,0,0,FALSE,TRUE
Notre Dame,19.3,-7.3,26.6,-7,20.9,21.2,Turf,9,12,2020,Sat,14.5,Away,L,13,27,-14,10097,12,0.124,TRUE,,Notre Dame,IN,NBC,FALSE,NA,10,4,FALSE,TRUE,TRUE,,FALSE,,FALSE,TRUE,TRUE,FALSE,,TRUE,FALSE,1,FALSE,1,1,1,1,FALSE,TRUE
Boston College,2.9,-7.3,10.2,-7,-1.5,-1.2,Grass,9,19,2020,Sat,12,Home,L,6,26,-20,NA,NA,NA,TRUE,,Durham,NC,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,TRUE,,FALSE,TRUE,0,FALSE,1,1,1,1,FALSE,TRUE
Virginia,2.6,-7.3,9.9,-7,6.6,6.9,Grass,9,26,2020,Sat,16,Away,L,20,38,-18,NA,NA,0.515,TRUE,,Charlottesville,VA,ACCN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,0,FALSE,0,1,1,1,FALSE,TRUE
Virginia Tech,7.3,-7.3,14.6,-7,4.5,4.8,Grass,10,3,2020,Sat,16,Home,L,31,38,-7,NA,NA,NA,TRUE,,Durham,NC,ACCN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,0,0,1,1,FALSE,TRUE
Syracuse,-8.5,-7.3,-1.2,-7,-1.6,-1.3,Turf,10,10,2020,Sat,12.5,Away,W,38,24,14,NA,NA,0.503,TRUE,,Syracuse,NY,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,0,FALSE,0,0,0,1,FALSE,TRUE
North Carolina St.,1.5,-7.3,8.8,-7,-7.1,-6.8,Grass,10,17,2020,Sat,15.5,Away,L,20,31,-11,4032,7,0.321,TRUE,,Raleigh,NC,ESPN3,FALSE,NA,NA,24,FALSE,FALSE,TRUE,,FALSE,,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,1,FALSE,1,1,1,1,FALSE,TRUE
Charlotte,-12.6,-7.3,-5.3,-7,-11.7,-11.4,Grass,10,31,2020,Sat,19,Home,W,53,19,34,NA,NA,0.715,TRUE,,Durham,NC,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,1,1,1,1,FALSE,TRUE
North Carolina,10.2,-7.3,17.5,-7,8.4,8.7,Grass,11,7,2020,Sat,12,Home,L,24,56,-32,NA,NA,0.22,TRUE,,Durham,NC,ESPN2,FALSE,NA,NA,14,FALSE,FALSE,TRUE,,FALSE,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,2,2,2,FALSE,TRUE
Georgia Tech,-4.7,-7.3,2.6,-7,-10.8,-10.5,Grass,11,28,2020,Sat,19,Away,L,33,56,-23,11000,20,0.471,TRUE,,Atlanta,GA,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,0,FALSE,1,1,2,2,FALSE,TRUE
Miami (Fla.),10.2,-7.3,17.5,-7,5.4,5.7,Grass,12,5,2020,Sat,20,Home,L,0,48,-48,NA,NA,0.194,TRUE,,Durham,NC,ACCN,FALSE,NA,10,18,FALSE,TRUE,TRUE,,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,0,1,1,2,FALSE,TRUE
Florida St.,-3.8,-7.3,3.5,-7,4,4.3,Grass,12,12,2020,Sat,16,Away,L,35,56,-21,14872,19,0.325,TRUE,,Tallahassee,FL,ACCN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,0,FALSE,0,0,1,1,FALSE,TRUE
Charlotte,-16,-15,-1,-7.7,-12.6,-5.3,Turf,9,3,2021,Fri,19,Away,L,28,31,-3,14125,92,0.642,FALSE,,Charlotte,NC,CBSSN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,TRUE,TRUE,FALSE,,TRUE,FALSE,0,FALSE,0,0,0,1,FALSE,TRUE
N.C. A&T,NA,-15,NA,-7.7,NA,NA,Grass,9,10,2021,Fri,20,Home,W,45,17,28,18091,45.2229777,0.925,FALSE,,Durham,NC,ACCN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,TRUE,,FALSE,TRUE,0,FALSE,0,0,0,0,FALSE,TRUE
Northwestern,-7.5,-15,7.5,-7.7,12.8,20.1,Grass,9,18,2021,Sat,16,Home,W,30,23,7,12323,30.80441956,0.561,FALSE,,Durham,NC,ACCN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,1,1,1,1,FALSE,TRUE
Kansas,-15.2,-15,-0.2,-7.7,-15.2,-7.9,Grass,9,25,2021,Sat,16,Home,W,52,33,19,19128,47.81521848,0.068,FALSE,,Durham,NC,ACCN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2,FALSE,2,2,2,2,FALSE,TRUE
North Carolina,5.8,-15,20.8,-7.7,10.2,17.5,Grass,10,2,2021,Sat,12,Away,L,7,38,-31,45812,90,0.161,FALSE,,Chapel Hill,NC,ESPN2,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,TRUE,,TRUE,FALSE,TRUE,FALSE,,FALSE,FALSE,3,FALSE,2,3,3,3,FALSE,TRUE
Georgia Tech,-3.8,-15,11.2,-7.7,-4.7,2.6,Grass,10,9,2021,Sat,12.5,Home,L,27,31,-4,11849,29.61953805,0.312,FALSE,,Durham,NC,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,FALSE,1,2,3,3,FALSE,TRUE
Virginia,4.8,-15,19.8,-7.7,2.6,9.9,Grass,10,16,2021,Sat,12.5,Away,L,0,48,-48,38489,63,0.159,FALSE,,Charlottesville,VA,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,0,FALSE,0,1,2,3,FALSE,TRUE
Wake Forest,9.6,-15,24.6,-7.7,5,12.3,Turf,10,30,2021,Sat,16,Away,L,7,45,-38,31613,100,0.111,FALSE,,Winston-Salem,NC,ACCN,FALSE,NA,13,15,FALSE,TRUE,TRUE,,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,0,FALSE,0,0,1,2,FALSE,TRUE
Pittsburgh,14.2,-15,29.2,-7.7,5.5,12.8,Grass,11,6,2021,Sat,12,Home,L,29,54,-25,20693,51.72732727,0.066,FALSE,,Durham,NC,ACCN,FALSE,NA,25,13,FALSE,TRUE,TRUE,,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,0,0,0,1,FALSE,TRUE
Virginia Tech,1.1,-15,16.1,-7.7,7.3,14.6,Grass,11,13,2021,Sat,15.5,Away,L,17,48,-31,56730,86,0.084,FALSE,,Blacksburg,VA,ACCN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,0,FALSE,0,0,0,0,FALSE,TRUE
Louisville,4.9,-15,19.9,-7.7,6.2,13.5,Grass,11,18,2021,Thu,19.5,Home,L,22,62,-40,8493,21.23037696,0.131,FALSE,,Durham,NC,ESPN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,0,0,0,0,FALSE,TRUE
Miami (Fla.),9.5,-15,24.5,-7.7,10.2,17.5,Grass,11,27,2021,Sat,12.5,Home,L,10,47,-37,17391,43.47315268,0.133,FALSE,,Durham,NC,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,,TRUE,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,0,0,0,0,FALSE,TRUE
Temple,-11.8,5.3,-17.1,20.3,-23.4,-8.4,Grass,9,2,2022,Fri,19.5,Home,W,30,0,30,20722,51.79982002,0.771,FALSE,FALSE,Durham,NC,ACCN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,TRUE,TRUE,0,TRUE,0,0,0,0,FALSE,TRUE
Northwestern,-7.6,5.3,-12.9,20.3,-7.5,7.5,Grass,9,10,2022,Sat,12,Away,W,31,23,8,24622,52,0.313,FALSE,FALSE,Evanston,IL,FS1,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,1,TRUE,1,1,1,1,FALSE,TRUE
N.C. A&T,NA,5.3,NA,20.3,NA,NA,Grass,9,17,2022,Sat,18,Home,W,49,20,29,32802,81.99680032,,FALSE,FALSE,Durham,NC,ACCNX,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2,TRUE,2,2,2,2,FALSE,TRUE
Kansas,3.4,5.3,-1.9,20.3,-15.2,-0.2,Turf,9,24,2022,Sat,12,Away,L,27,35,-8,47233,100,0.258,FALSE,FALSE,Lawrence,KS,FS1,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,3,TRUE,2,3,3,3,FALSE,TRUE
Virginia,-4,5.3,-9.3,20.3,4.8,19.8,Grass,10,1,2022,Sat,19.5,Home,W,38,17,21,15152,37.87621238,0.572,FALSE,FALSE,Durham,NC,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,TRUE,1,2,3,3,FALSE,TRUE
Georgia Tech,-3.5,5.3,-8.8,20.3,-3.8,11.2,Grass,10,8,2022,Sat,16,Away,L,20,23,-3,32041,58,0.542,FALSE,FALSE,Atlanta,GA,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,FALSE,FALSE,1,TRUE,1,2,3,4,FALSE,TRUE
North Carolina,6.2,5.3,0.9,20.3,5.8,20.8,Grass,10,15,2022,Sat,20,Home,L,35,38,-3,40004,100,0.336,FALSE,FALSE,Durham,NC,ACCN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,TRUE,1,1,2,3,FALSE,TRUE
Miami (Fla.),-0.5,5.3,-5.8,20.3,9.5,24.5,Grass,10,22,2022,Sat,12.5,Away,W,45,21,24,57421,88,0.244,FALSE,FALSE,Miami Gardens,FL,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,0,TRUE,0,1,1,2,FALSE,TRUE
Boston College,-7.4,5.3,-12.7,20.3,0,15,Turf,11,4,2022,Fri,19,Away,W,38,31,7,34092,77,0.752,FALSE,FALSE,Chestnut Hill,MA,ESPN2,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,1,TRUE,1,1,2,2,FALSE,TRUE
Virginia Tech,-6.2,5.3,-11.5,20.3,1.1,16.1,Grass,11,12,2022,Sat,12,Home,W,24,7,17,20857,52.13728627,0.795,FALSE,FALSE,Durham,NC,ESPN3,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,TRUE,2,2,2,3,FALSE,TRUE
Pittsburgh,7.9,5.3,2.6,20.3,14.2,29.2,Grass,11,19,2022,Sat,12,Away,L,26,28,-2,45362,66,0.299,FALSE,FALSE,Pittsburgh,PA,ACCN,FALSE,NA,NA,22,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,3,TRUE,2,3,3,3,FALSE,TRUE
Wake Forest,7.6,5.3,2.3,20.3,9.6,24.6,Grass,11,26,2022,Sat,15.5,Home,W,34,31,3,17492,43.72562744,0.492,FALSE,FALSE,Durham,NC,ACCN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,1,2,3,3,FALSE,TRUE
UCF,6.9,5.3,1.6,20.3,2.3,17.3,Turf,12,28,2022,Wed,14,Neutral,W,30,13,17,17974,53,0.411,FALSE,FALSE,Annapolis,MD,ESPN,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,1,TRUE,1,2,3,4,FALSE,TRUE
Clemson,13.5,8.9,4.6,3.7,17.6,12.3,Grass,9,4,2023,Mon,20,Home,W,28,7,21,31638,79.08709129,0.872,FALSE,FALSE,Durham,NC,ESPN,FALSE,NA,9,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,TRUE,TRUE,2,FALSE,2,2,3,4,FALSE,TRUE
Lafayette,NA,8.9,NA,3.7,NA,NA,Grass,9,9,2023,Sat,18,Home,W,42,7,35,17481,43.69813019,0.993,FALSE,TRUE,Durham,NC,ACCNX,FALSE,21,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3,FALSE,2,3,3,4,FALSE,TRUE
Northwestern,0.8,8.9,-8.1,3.7,-7.6,-12.9,Grass,9,16,2023,Sat,15.5,Home,W,38,14,24,18141,45.3479652,0.698,FALSE,FALSE,Durham,NC,ACCN,FALSE,21,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4,FALSE,2,3,4,4,FALSE,TRUE
Connecticut,-15.7,8.9,-24.6,3.7,-14.7,-20,Grass,9,23,2023,Sat,15.5,Away,W,41,7,34,29033,73,0.928,FALSE,TRUE,East Hartford,CT,CBSSN,FALSE,18,NA,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,FALSE,FALSE,5,FALSE,2,3,4,5,FALSE,TRUE
Notre Dame,22.1,8.9,13.2,3.7,12.6,7.3,Grass,9,30,2023,Sat,19.5,Home,L,14,21,-7,40768,101.909809,0.3,FALSE,FALSE,Durham,NC,ABC,FALSE,17,11,15,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,6,FALSE,2,3,4,5,FALSE,TRUE
North Carolina St.,7.2,8.9,-1.7,3.7,6.5,1.2,Grass,10,14,2023,Sat,20,Home,W,24,3,21,31833,79.57454255,0.774,FALSE,TRUE,Durham,NC,ACCN,FALSE,17,NA,19,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,0,FALSE,1,2,3,4,FALSE,TRUE
Florida St.,16.8,8.9,7.9,3.7,15.5,10.2,Grass,10,21,2023,Sat,19.5,Away,L,20,38,-18,79560,100,0.19,FALSE,FALSE,Tallahassee,FL,ABC,FALSE,16,4,4,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,1,FALSE,1,2,3,4,FALSE,TRUE
Louisville,10.9,8.9,2,3.7,10.7,5.4,Turf,10,28,2023,Sat,15.5,Away,L,0,23,-23,52319,87,0.482,FALSE,TRUE,Louisville,KY,ESPN,FALSE,20,18,16,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,0,FALSE,1,1,2,3,FALSE,TRUE
Wake Forest,-1.7,8.9,-10.6,3.7,7.6,2.3,Grass,11,2,2023,Thu,19.5,Home,W,24,21,3,18277,45.68793121,0.812,FALSE,FALSE,Durham,NC,ESPN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,1,1,2,FALSE,TRUE
North Carolina,8.7,8.9,-0.2,3.7,6.2,0.9,Turf,11,11,2023,Sat,20,Away,L,45,47,-2,50500,99,0.36,FALSE,FALSE,Chapel Hill,NC,ACCN,FALSE,NA,24,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,FALSE,FALSE,1,FALSE,1,1,2,2,FALSE,TRUE
Virginia,-5.1,8.9,-14,3.7,-4,-9.3,Grass,11,18,2023,Sat,15,Away,L,27,30,-3,36400,59,0.798,FALSE,FALSE,Charlottesville,VA,CW,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,FALSE,FALSE,0,FALSE,1,1,1,2,FALSE,TRUE
Pittsburgh,-0.5,8.9,-9.4,3.7,7.9,2.6,Grass,11,25,2023,Sat,12,Home,W,30,19,11,17639,44.09309069,0.788,FALSE,FALSE,Durham,NC,ACCN,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,FALSE,0,1,1,1,FALSE,TRUE
Troy,5.8,8.9,-3.1,3.7,1.9,-3.4,Turf,12,23,2023,Sat,11,Neutral,W,17,10,7,20023,43,0.565,FALSE,FALSE,Birmingham,AL,ABC,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,1,FALSE,1,1,2,2,FALSE,TRUE
Elon,,,,,NA,NA,Grass,8,31,2024,Sat,,Home,,,,,,,,,,Durham,NC,,,,,,,,,,,,FALSE,TRUE,TRUE,FALSE,,TRUE,TRUE,2,TRUE,2,2,2,3,TRUE,TRUE
Northwestern,,,,,0.8,-8.1,,9,7,2024,Sat,,Away,,,,,,,,,,Evanston,IL,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,,TRUE,,,,,TRUE,TRUE
Connecticut,,,,,-15.7,-24.6,Grass,9,14,2024,Sat,,Home,,,,,,,,,,Durham,NC,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,,TRUE,,,,,TRUE,TRUE
Middle Tenn. St.,,,,,-10.4,-19.3,,9,21,2024,Sat,,Away,,,,,,,,,,Murfreesboro,TN,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,,TRUE,,,,,TRUE,TRUE
Florida St.,,,,,16.8,7.9,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,,TRUE,,,,,TRUE,TRUE
North Carolina,,,,,8.7,-0.2,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,FALSE,FALSE,,TRUE,,,,,TRUE,TRUE
SMU,,,,,11.9,3,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,,TRUE,,,,,TRUE,TRUE
Virginia Tech,,,,,5.1,-3.8,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,,TRUE,,,,,TRUE,TRUE
Georgia Tech,,,,,4.1,-4.8,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,,TRUE,,,,,TRUE,TRUE
Miami (Fla.),,,,,10.1,1.2,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,,TRUE,,,,,TRUE,TRUE
North Carolina St.,,,,,7.2,-1.7,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,,TRUE,,,,,TRUE,TRUE
Wake Forest,,,,,-1.7,-10.6,,,,2024,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,FALSE,FALSE,,TRUE,,,,,TRUE,TRUE