OppName,FPI,FPI_diff,Surface,Month,Date,Year,Day,Start_Time,Site,Result,DukePts,OppPts,PointDiff,AttNum,AttPct,ESPN_WinPred,Rain,1stSeedQB,SchoolBreak,NatlHoliday,TV_Coverage,City,State,Bowl,UNC_Game,Type,Attempts,Yards,AvgYd,TD_Gained,Comp,CompPct,Int,Rating,Touchbacks,TouchbackPct,OutOfBounds,Onside,Fumbles
Wake Forest,7.6,2.3,Grass,11,26,2022,Sat,15.5,Home,W,34,31,3,17492,0.44,0.492,FALSE,TRUE,TRUE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Extra_Point,4,,,,4,100,,,,,,,
UCF,6.9,1.6,Turf,12,28,2022,Wed,14,Neutral,W,30,13,17,17974,0.53,0.411,FALSE,TRUE,TRUE,FALSE,ESPN,Annapolis,MD,TRUE,FALSE,Extra_Point,3,,,,3,100,,,,,,,
Clemson,13.8,4.8,Grass,9,4,2023,Mon,20,Home,W,28,7,21,31638,0.79,0.872,FALSE,TRUE,TRUE,TRUE,ESPN,Durham,NC,FALSE,FALSE,Total_Offense,64,374,5.84375,,,,,,,,,,
Lafayette,,,Grass,9,9,2023,Sat,18,Home,W,42,7,35,17481,0.44,0.993,TRUE,TRUE,FALSE,FALSE,ACCNX,Durham,NC,FALSE,FALSE,Total_Offense,66,515,7.803030303,,,,,,,,,,
Northwestern,0.8,-8.2,Grass,9,16,2023,Sat,15.5,Home,W,38,14,24,18141,0.45,0.698,FALSE,TRUE,FALSE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Total_Offense,60,487,8.116666667,,,,,,,,,,
Connecticut,-15.9,-24.9,Grass,9,23,2023,Sat,15.5,Away,W,41,7,34,29033,0.73,0.928,TRUE,TRUE,FALSE,FALSE,CBSSN,East Hartford,CT,FALSE,FALSE,Total_Offense,61,328,5.37704918,,,,,,,,,,
Notre Dame,20.7,11.7,Grass,9,30,2023,Sat,19.5,Home,L,14,21,-7,40768,1,0.3,FALSE,TRUE,FALSE,FALSE,ABC,Durham,NC,FALSE,FALSE,Total_Offense,67,323,4.820895522,,,,,,,,,,
North Carolina St.,6.9,-2.1,Grass,10,14,2023,Sat,20,Home,W,24,3,21,31833,0.8,0.774,TRUE,FALSE,TRUE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Total_Offense,42,301,7.166666667,,,,,,,,,,
Florida St.,19.8,10.8,Grass,10,21,2023,Sat,19.5,Away,L,20,38,-18,79560,1,0.19,FALSE,TRUE,FALSE,FALSE,ABC,Tallahassee,FL,FALSE,FALSE,Total_Offense,57,273,4.789473684,,,,,,,,,,
Louisville,11.4,2.4,Turf,10,28,2023,Sat,15.5,Away,L,0,23,-23,52319,0.87,0.482,TRUE,TRUE,FALSE,FALSE,ESPN,Louisville,KY,FALSE,FALSE,Total_Offense,49,202,4.12244898,,,,,,,,,,
Wake Forest,-1.7,-10.7,Grass,11,2,2023,Thu,19.5,Home,W,24,21,3,18277,0.46,0.812,FALSE,FALSE,FALSE,FALSE,ESPN,Durham,NC,FALSE,FALSE,Total_Offense,60,267,4.45,,,,,,,,,,
North Carolina,10.2,1.2,Turf,11,11,2023,Sat,20,Away,L,45,47,-2,50500,0.99,0.36,FALSE,FALSE,FALSE,FALSE,ACCN,Chapel Hill,NC,FALSE,TRUE,Total_Offense,72,379,5.263888889,,,,,,,,,,
Virginia,-5.3,-14.3,Grass,11,18,2023,Sat,15,Away,L,27,30,-3,36400,0.59,0.798,FALSE,FALSE,FALSE,FALSE,CW,Charlottesville,VA,FALSE,FALSE,Total_Offense,73,429,5.876712329,,,,,,,,,,
Pittsburgh,-0.5,-9.5,Grass,11,25,2023,Sat,12,Home,W,30,19,11,17639,0.44,0.788,FALSE,FALSE,TRUE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Total_Offense,67,317,4.731343284,,,,,,,,,,
Troy,5.9,-3.1,Turf,12,23,2023,Sat,11,Neutral,W,17,10,7,20023,0.43,0.565,FALSE,FALSE,TRUE,FALSE,ABC,Birmingham,AL,TRUE,FALSE,Total_Offense,67,330,4.925373134,,,,,,,,,,
Temple,-11.8,-17.1,Grass,9,2,2022,Fri,19.5,Home,W,30,0,30,20722,0.52,0.771,FALSE,TRUE,FALSE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Total_Offense,65,500,7.692307692,,,,,,,,,,
Northwestern,-7.6,-12.9,Grass,9,10,2022,Sat,12,Away,W,31,23,8,24622,0.52,0.313,FALSE,TRUE,FALSE,FALSE,FS1,Evanston,IL,FALSE,FALSE,Total_Offense,59,461,7.813559322,,,,,,,,,,
N.C. A&T,,-5.3,Grass,9,17,2022,Sat,18,Home,W,49,20,29,32802,0.82,,FALSE,TRUE,FALSE,FALSE,ACCNX,Durham,NC,FALSE,FALSE,Total_Offense,53,420,7.924528302,,,,,,,,,,
Kansas,3.4,-1.9,Turf,9,24,2022,Sat,12,Away,L,27,35,-8,47233,1,0.258,FALSE,TRUE,FALSE,FALSE,FS1,Lawrence,KS,FALSE,FALSE,Total_Offense,71,463,6.521126761,,,,,,,,,,
Virginia,-4,-9.3,Grass,10,1,2022,Sat,19.5,Home,W,38,17,21,15152,0.38,0.572,FALSE,TRUE,FALSE,FALSE,ESPN3,Durham,NC,FALSE,FALSE,Total_Offense,72,377,5.236111111,,,,,,,,,,
Georgia Tech,-3.5,-8.8,Grass,10,8,2022,Sat,16,Away,L,20,23,-3,32041,0.58,0.542,FALSE,TRUE,TRUE,FALSE,ESPN3,Atlanta,GA,FALSE,FALSE,Total_Offense,75,278,3.706666667,,,,,,,,,,
North Carolina,6.2,0.9,Grass,10,15,2022,Sat,20,Home,L,35,38,-3,40004,1,0.336,FALSE,TRUE,FALSE,FALSE,ACCN,Durham,NC,FALSE,TRUE,Total_Offense,73,542,7.424657534,,,,,,,,,,
Miami (Fla.),-0.5,-5.8,Grass,10,22,2022,Sat,12.5,Away,W,45,21,24,57421,0.88,0.244,FALSE,TRUE,FALSE,FALSE,ESPN3,Miami Gardens,FL,FALSE,FALSE,Total_Offense,67,336,5.014925373,,,,,,,,,,
Boston College,-7.4,-12.7,Turf,11,4,2022,Fri,19,Away,W,38,31,7,34092,0.77,0.752,FALSE,TRUE,FALSE,FALSE,ESPN2,Chestnut Hill,MA,FALSE,FALSE,Total_Offense,65,390,6,,,,,,,,,,
Virginia Tech,-6.2,-11.5,Grass,11,12,2022,Sat,12,Home,W,24,7,17,20857,0.52,0.795,FALSE,TRUE,FALSE,FALSE,ESPN3,Durham,NC,FALSE,FALSE,Total_Offense,72,427,5.930555556,,,,,,,,,,
Pittsburgh,7.9,2.6,Grass,11,19,2022,Sat,12,Away,L,26,28,-2,45362,0.66,0.299,FALSE,TRUE,FALSE,FALSE,ACCN,Pittsburgh,PA,FALSE,FALSE,Total_Offense,72,353,4.902777778,,,,,,,,,,
Wake Forest,7.6,2.3,Grass,11,26,2022,Sat,15.5,Home,W,34,31,3,17492,0.44,0.492,FALSE,TRUE,TRUE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Total_Offense,71,507,7.14084507,,,,,,,,,,
UCF,6.9,1.6,Turf,12,28,2022,Wed,14,Neutral,W,30,13,17,17974,0.53,0.411,FALSE,TRUE,TRUE,FALSE,ESPN,Annapolis,MD,TRUE,FALSE,Total_Offense,69,350,5.072463768,,,,,,,,,,
Clemson,13.8,4.8,Grass,9,4,2023,Mon,20,Home,W,28,7,21,31638,0.79,0.872,FALSE,TRUE,TRUE,TRUE,ESPN,Durham,NC,FALSE,FALSE,Duke_Penalties,,45,6.428571429,,7,,,,,,,,
Lafayette,,,Grass,9,9,2023,Sat,18,Home,W,42,7,35,17481,0.44,0.993,TRUE,TRUE,FALSE,FALSE,ACCNX,Durham,NC,FALSE,FALSE,Duke_Penalties,,25,6.25,,4,,,,,,,,
Northwestern,0.8,-8.2,Grass,9,16,2023,Sat,15.5,Home,W,38,14,24,18141,0.45,0.698,FALSE,TRUE,FALSE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Duke_Penalties,,15,15,,1,,,,,,,,
Connecticut,-15.9,-24.9,Grass,9,23,2023,Sat,15.5,Away,W,41,7,34,29033,0.73,0.928,TRUE,TRUE,FALSE,FALSE,CBSSN,East Hartford,CT,FALSE,FALSE,Duke_Penalties,,59,7.375,,8,,,,,,,,
Notre Dame,20.7,11.7,Grass,9,30,2023,Sat,19.5,Home,L,14,21,-7,40768,1,0.3,FALSE,TRUE,FALSE,FALSE,ABC,Durham,NC,FALSE,FALSE,Duke_Penalties,,28,14,,2,,,,,,,,
North Carolina St.,6.9,-2.1,Grass,10,14,2023,Sat,20,Home,W,24,3,21,31833,0.8,0.774,TRUE,FALSE,TRUE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Duke_Penalties,,33,5.5,,6,,,,,,,,
Florida St.,19.8,10.8,Grass,10,21,2023,Sat,19.5,Away,L,20,38,-18,79560,1,0.19,FALSE,TRUE,FALSE,FALSE,ABC,Tallahassee,FL,FALSE,FALSE,Duke_Penalties,,53,7.571428571,,7,,,,,,,,
Louisville,11.4,2.4,Turf,10,28,2023,Sat,15.5,Away,L,0,23,-23,52319,0.87,0.482,TRUE,TRUE,FALSE,FALSE,ESPN,Louisville,KY,FALSE,FALSE,Duke_Penalties,,82,8.2,,10,,,,,,,,
Wake Forest,-1.7,-10.7,Grass,11,2,2023,Thu,19.5,Home,W,24,21,3,18277,0.46,0.812,FALSE,FALSE,FALSE,FALSE,ESPN,Durham,NC,FALSE,FALSE,Duke_Penalties,,33,6.6,,5,,,,,,,,
North Carolina,10.2,1.2,Turf,11,11,2023,Sat,20,Away,L,45,47,-2,50500,0.99,0.36,FALSE,FALSE,FALSE,FALSE,ACCN,Chapel Hill,NC,FALSE,TRUE,Duke_Penalties,,83,10.375,,8,,,,,,,,
Virginia,-5.3,-14.3,Grass,11,18,2023,Sat,15,Away,L,27,30,-3,36400,0.59,0.798,FALSE,FALSE,FALSE,FALSE,CW,Charlottesville,VA,FALSE,FALSE,Duke_Penalties,,10,10,,1,,,,,,,,
Pittsburgh,-0.5,-9.5,Grass,11,25,2023,Sat,12,Home,W,30,19,11,17639,0.44,0.788,FALSE,FALSE,TRUE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Duke_Penalties,,79,9.875,,8,,,,,,,,
Troy,5.9,-3.1,Turf,12,23,2023,Sat,11,Neutral,W,17,10,7,20023,0.43,0.565,FALSE,FALSE,TRUE,FALSE,ABC,Birmingham,AL,TRUE,FALSE,Duke_Penalties,,38,6.333333333,,6,,,,,,,,
Temple,-11.8,-17.1,Grass,9,2,2022,Fri,19.5,Home,W,30,0,30,20722,0.52,0.771,FALSE,TRUE,FALSE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Duke_Penalties,,50,8.333333333,,6,,,,,,,,
Northwestern,-7.6,-12.9,Grass,9,10,2022,Sat,12,Away,W,31,23,8,24622,0.52,0.313,FALSE,TRUE,FALSE,FALSE,FS1,Evanston,IL,FALSE,FALSE,Duke_Penalties,,85,12.14285714,,7,,,,,,,,
N.C. A&T,,-5.3,Grass,9,17,2022,Sat,18,Home,W,49,20,29,32802,0.82,,FALSE,TRUE,FALSE,FALSE,ACCNX,Durham,NC,FALSE,FALSE,Duke_Penalties,,55,9.166666667,,6,,,,,,,,
Kansas,3.4,-1.9,Turf,9,24,2022,Sat,12,Away,L,27,35,-8,47233,1,0.258,FALSE,TRUE,FALSE,FALSE,FS1,Lawrence,KS,FALSE,FALSE,Duke_Penalties,,34,6.8,,5,,,,,,,,
Virginia,-4,-9.3,Grass,10,1,2022,Sat,19.5,Home,W,38,17,21,15152,0.38,0.572,FALSE,TRUE,FALSE,FALSE,ESPN3,Durham,NC,FALSE,FALSE,Duke_Penalties,,38,12.66666667,,3,,,,,,,,
Georgia Tech,-3.5,-8.8,Grass,10,8,2022,Sat,16,Away,L,20,23,-3,32041,0.58,0.542,FALSE,TRUE,TRUE,FALSE,ESPN3,Atlanta,GA,FALSE,FALSE,Duke_Penalties,,75,10.71428571,,7,,,,,,,,
North Carolina,6.2,0.9,Grass,10,15,2022,Sat,20,Home,L,35,38,-3,40004,1,0.336,FALSE,TRUE,FALSE,FALSE,ACCN,Durham,NC,FALSE,TRUE,Duke_Penalties,,85,10.625,,8,,,,,,,,
Miami (Fla.),-0.5,-5.8,Grass,10,22,2022,Sat,12.5,Away,W,45,21,24,57421,0.88,0.244,FALSE,TRUE,FALSE,FALSE,ESPN3,Miami Gardens,FL,FALSE,FALSE,Duke_Penalties,,55,11,,5,,,,,,,,
Boston College,-7.4,-12.7,Turf,11,4,2022,Fri,19,Away,W,38,31,7,34092,0.77,0.752,FALSE,TRUE,FALSE,FALSE,ESPN2,Chestnut Hill,MA,FALSE,FALSE,Duke_Penalties,,60,8.571428571,,7,,,,,,,,
Virginia Tech,-6.2,-11.5,Grass,11,12,2022,Sat,12,Home,W,24,7,17,20857,0.52,0.795,FALSE,TRUE,FALSE,FALSE,ESPN3,Durham,NC,FALSE,FALSE,Duke_Penalties,,30,7.5,,4,,,,,,,,
Pittsburgh,7.9,2.6,Grass,11,19,2022,Sat,12,Away,L,26,28,-2,45362,0.66,0.299,FALSE,TRUE,FALSE,FALSE,ACCN,Pittsburgh,PA,FALSE,FALSE,Duke_Penalties,,35,11.66666667,,3,,,,,,,,
Wake Forest,7.6,2.3,Grass,11,26,2022,Sat,15.5,Home,W,34,31,3,17492,0.44,0.492,FALSE,TRUE,TRUE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Duke_Penalties,,45,9,,5,,,,,,,,
UCF,6.9,1.6,Turf,12,28,2022,Wed,14,Neutral,W,30,13,17,17974,0.53,0.411,FALSE,TRUE,TRUE,FALSE,ESPN,Annapolis,MD,TRUE,FALSE,Duke_Penalties,,5,5,,1,,,,,,,,
Clemson,13.8,4.8,Grass,9,4,2023,Mon,20,Home,W,28,7,21,31638,0.79,0.872,FALSE,TRUE,TRUE,TRUE,ESPN,Durham,NC,FALSE,FALSE,Opp_Penalties,,5,5,,1,,,,,,,,
Lafayette,,,Grass,9,9,2023,Sat,18,Home,W,42,7,35,17481,0.44,0.993,TRUE,TRUE,FALSE,FALSE,ACCNX,Durham,NC,FALSE,FALSE,Opp_Penalties,,74,12.33333333,,6,,,,,,,,
Northwestern,0.8,-8.2,Grass,9,16,2023,Sat,15.5,Home,W,38,14,24,18141,0.45,0.698,FALSE,TRUE,FALSE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Opp_Penalties,,8,8,,1,,,,,,,,
Connecticut,-15.9,-24.9,Grass,9,23,2023,Sat,15.5,Away,W,41,7,34,29033,0.73,0.928,TRUE,TRUE,FALSE,FALSE,CBSSN,East Hartford,CT,FALSE,FALSE,Opp_Penalties,,64,12.8,,5,,,,,,,,
Notre Dame,20.7,11.7,Grass,9,30,2023,Sat,19.5,Home,L,14,21,-7,40768,1,0.3,FALSE,TRUE,FALSE,FALSE,ABC,Durham,NC,FALSE,FALSE,Opp_Penalties,,70,5.833333333,,12,,,,,,,,
North Carolina St.,6.9,-2.1,Grass,10,14,2023,Sat,20,Home,W,24,3,21,31833,0.8,0.774,TRUE,FALSE,TRUE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Opp_Penalties,,87,7.909090909,,11,,,,,,,,
Florida St.,19.8,10.8,Grass,10,21,2023,Sat,19.5,Away,L,20,38,-18,79560,1,0.19,FALSE,TRUE,FALSE,FALSE,ABC,Tallahassee,FL,FALSE,FALSE,Opp_Penalties,,50,6.25,,8,,,,,,,,
Louisville,11.4,2.4,Turf,10,28,2023,Sat,15.5,Away,L,0,23,-23,52319,0.87,0.482,TRUE,TRUE,FALSE,FALSE,ESPN,Louisville,KY,FALSE,FALSE,Opp_Penalties,,45,11.25,,4,,,,,,,,
Wake Forest,-1.7,-10.7,Grass,11,2,2023,Thu,19.5,Home,W,24,21,3,18277,0.46,0.812,FALSE,FALSE,FALSE,FALSE,ESPN,Durham,NC,FALSE,FALSE,Opp_Penalties,,54,10.8,,5,,,,,,,,
North Carolina,10.2,1.2,Turf,11,11,2023,Sat,20,Away,L,45,47,-2,50500,0.99,0.36,FALSE,FALSE,FALSE,FALSE,ACCN,Chapel Hill,NC,FALSE,TRUE,Opp_Penalties,,20,6.666666667,,3,,,,,,,,
Virginia,-5.3,-14.3,Grass,11,18,2023,Sat,15,Away,L,27,30,-3,36400,0.59,0.798,FALSE,FALSE,FALSE,FALSE,CW,Charlottesville,VA,FALSE,FALSE,Opp_Penalties,,117,9.75,,12,,,,,,,,
Pittsburgh,-0.5,-9.5,Grass,11,25,2023,Sat,12,Home,W,30,19,11,17639,0.44,0.788,FALSE,FALSE,TRUE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Opp_Penalties,,93,10.33333333,,9,,,,,,,,
Troy,5.9,-3.1,Turf,12,23,2023,Sat,11,Neutral,W,17,10,7,20023,0.43,0.565,FALSE,FALSE,TRUE,FALSE,ABC,Birmingham,AL,TRUE,FALSE,Opp_Penalties,,58,11.6,,5,,,,,,,,
Temple,-11.8,-17.1,Grass,9,2,2022,Fri,19.5,Home,W,30,0,30,20722,0.52,0.771,FALSE,TRUE,FALSE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Opp_Penalties,,40,10,,4,,,,,,,,
Northwestern,-7.6,-12.9,Grass,9,10,2022,Sat,12,Away,W,31,23,8,24622,0.52,0.313,FALSE,TRUE,FALSE,FALSE,FS1,Evanston,IL,FALSE,FALSE,Opp_Penalties,,51,12.75,,4,,,,,,,,
N.C. A&T,,-5.3,Grass,9,17,2022,Sat,18,Home,W,49,20,29,32802,0.82,,FALSE,TRUE,FALSE,FALSE,ACCNX,Durham,NC,FALSE,FALSE,Opp_Penalties,,20,5,,4,,,,,,,,
Kansas,3.4,-1.9,Turf,9,24,2022,Sat,12,Away,L,27,35,-8,47233,1,0.258,FALSE,TRUE,FALSE,FALSE,FS1,Lawrence,KS,FALSE,FALSE,Opp_Penalties,,83,11.85714286,,7,,,,,,,,
Virginia,-4,-9.3,Grass,10,1,2022,Sat,19.5,Home,W,38,17,21,15152,0.38,0.572,FALSE,TRUE,FALSE,FALSE,ESPN3,Durham,NC,FALSE,FALSE,Opp_Penalties,,87,14.5,,6,,,,,,,,
Georgia Tech,-3.5,-8.8,Grass,10,8,2022,Sat,16,Away,L,20,23,-3,32041,0.58,0.542,FALSE,TRUE,TRUE,FALSE,ESPN3,Atlanta,GA,FALSE,FALSE,Opp_Penalties,,88,11,,8,,,,,,,,
North Carolina,6.2,0.9,Grass,10,15,2022,Sat,20,Home,L,35,38,-3,40004,1,0.336,FALSE,TRUE,FALSE,FALSE,ACCN,Durham,NC,FALSE,TRUE,Opp_Penalties,,64,8,,8,,,,,,,,
Miami (Fla.),-0.5,-5.8,Grass,10,22,2022,Sat,12.5,Away,W,45,21,24,57421,0.88,0.244,FALSE,TRUE,FALSE,FALSE,ESPN3,Miami Gardens,FL,FALSE,FALSE,Opp_Penalties,,30,10,,3,,,,,,,,
Boston College,-7.4,-12.7,Turf,11,4,2022,Fri,19,Away,W,38,31,7,34092,0.77,0.752,FALSE,TRUE,FALSE,FALSE,ESPN2,Chestnut Hill,MA,FALSE,FALSE,Opp_Penalties,,54,7.714285714,,7,,,,,,,,
Virginia Tech,-6.2,-11.5,Grass,11,12,2022,Sat,12,Home,W,24,7,17,20857,0.52,0.795,FALSE,TRUE,FALSE,FALSE,ESPN3,Durham,NC,FALSE,FALSE,Opp_Penalties,,0,,,0,,,,,,,,
Pittsburgh,7.9,2.6,Grass,11,19,2022,Sat,12,Away,L,26,28,-2,45362,0.66,0.299,FALSE,TRUE,FALSE,FALSE,ACCN,Pittsburgh,PA,FALSE,FALSE,Opp_Penalties,,80,10,,8,,,,,,,,
Wake Forest,7.6,2.3,Grass,11,26,2022,Sat,15.5,Home,W,34,31,3,17492,0.44,0.492,FALSE,TRUE,TRUE,FALSE,ACCN,Durham,NC,FALSE,FALSE,Opp_Penalties,,24,8,,3,,,,,,,,
UCF,6.9,1.6,Turf,12,28,2022,Wed,14,Neutral,W,30,13,17,17974,0.53,0.411,FALSE,TRUE,TRUE,FALSE,ESPN,Annapolis,MD,TRUE,FALSE,Opp_Penalties,,27,9,,3,,,,,,,,
Clemson,13.8,4.8,Grass,9,4,2023,Mon,20,Home,W,28,7,21,31638,0.79,0.872,FALSE,TRUE,TRUE,TRUE,ESPN,Durham,NC,FALSE,FALSE,3rd_Down_Conv,15,,,,5,33.33333333,,,,,,,
Lafayette,,,Grass,9,9,2023,Sat,18,Home,W,42,7,35,17481,0.44,0.993,TRUE,TRUE,FALSE,FALSE,ACCNX,Durham,NC,FALSE,FALSE,3rd_Down_Conv,8,,,,5,62.5,,,,,,,
Northwestern,0.8,-8.2,Grass,9,16,2023,Sat,15.5,Home,W,38,14,24,18141,0.45,0.698,FALSE,TRUE,FALSE,FALSE,ACCN,Durham,NC,FALSE,FALSE,3rd_Down_Conv,9,,,,5,55.55555556,,,,,,,
Connecticut,-15.9,-24.9,Grass,9,23,2023,Sat,15.5,Away,W,41,7,34,29033,0.73,0.928,TRUE,TRUE,FALSE,FALSE,CBSSN,East Hartford,CT,FALSE,FALSE,3rd_Down_Conv,13,,,,5,38.46153846,,,,,,,
Notre Dame,20.7,11.7,Grass,9,30,2023,Sat,19.5,Home,L,14,21,-7,40768,1,0.3,FALSE,TRUE,FALSE,FALSE,ABC,Durham,NC,FALSE,FALSE,3rd_Down_Conv,15,,,,6,40,,,,,,,
North Carolina St.,6.9,-2.1,Grass,10,14,2023,Sat,20,Home,W,24,3,21,31833,0.8,0.774,TRUE,FALSE,TRUE,FALSE,ACCN,Durham,NC,FALSE,FALSE,3rd_Down_Conv,9,,,,1,11.11111111,,,,,,,
Florida St.,19.8,10.8,Grass,10,21,2023,Sat,19.5,Away,L,20,38,-18,79560,1,0.19,FALSE,TRUE,FALSE,FALSE,ABC,Tallahassee,FL,FALSE,FALSE,3rd_Down_Conv,12,,,,4,33.33333333,,,,,,,
Louisville,11.4,2.4,Turf,10,28,2023,Sat,15.5,Away,L,0,23,-23,52319,0.87,0.482,TRUE,TRUE,FALSE,FALSE,ESPN,Louisville,KY,FALSE,FALSE,3rd_Down_Conv,12,,,,2,16.66666667,,,,,,,
Wake Forest,-1.7,-10.7,Grass,11,2,2023,Thu,19.5,Home,W,24,21,3,18277,0.46,0.812,FALSE,FALSE,FALSE,FALSE,ESPN,Durham,NC,FALSE,FALSE,3rd_Down_Conv,14,,,,5,35.71428571,,,,,,,
North Carolina,10.2,1.2,Turf,11,11,2023,Sat,20,Away,L,45,47,-2,50500,0.99,0.36,FALSE,FALSE,FALSE,FALSE,ACCN,Chapel Hill,NC,FALSE,TRUE,3rd_Down_Conv,15,,,,5,33.33333333,,,,,,,
Virginia,-5.3,-14.3,Grass,11,18,2023,Sat,15,Away,L,27,30,-3,36400,0.59,0.798,FALSE,FALSE,FALSE,FALSE,CW,Charlottesville,VA,FALSE,FALSE,3rd_Down_Conv,12,,,,4,33.33333333,,,,,,,
Pittsburgh,-0.5,-9.5,Grass,11,25,2023,Sat,12,Home,W,30,19,11,17639,0.44,0.788,FALSE,FALSE,TRUE,FALSE,ACCN,Durham,NC,FALSE,FALSE,3rd_Down_Conv,17,,,,8,47.05882353,,,,,,,
Troy,5.9,-3.1,Turf,12,23,2023,Sat,11,Neutral,W,17,10,7,20023,0.43,0.565,FALSE,FALSE,TRUE,FALSE,ABC,Birmingham,AL,TRUE,FALSE,3rd_Down_Conv,12,,,,5,41.66666667,,,,,,,
Temple,-11.8,-17.1,Grass,9,2,2022,Fri,19.5,Home,W,30,0,30,20722,0.52,0.771,FALSE,TRUE,FALSE,FALSE,ACCN,Durham,NC,FALSE,FALSE,3rd_Down_Conv,9,,,,1,11.11111111,,,,,,,
Northwestern,-7.6,-12.9,Grass,9,10,2022,Sat,12,Away,W,31,23,8,24622,0.52,0.313,FALSE,TRUE,FALSE,FALSE,FS1,Evanston,IL,FALSE,FALSE,3rd_Down_Conv,10,,,,4,40,,,,,,,
N.C. A&T,,-5.3,Grass,9,17,2022,Sat,18,Home,W,49,20,29,32802,0.82,,FALSE,TRUE,FALSE,FALSE,ACCNX,Durham,NC,FALSE,FALSE,3rd_Down_Conv,9,,,,7,77.77777778,,,,,,,
Kansas,3.4,-1.9,Turf,9,24,2022,Sat,12,Away,L,27,35,-8,47233,1,0.258,FALSE,TRUE,FALSE,FALSE,FS1,Lawrence,KS,FALSE,FALSE,3rd_Down_Conv,15,,,,5,33.33333333,,,,,,,
Virginia,-4,-9.3,Grass,10,1,2022,Sat,19.5,Home,W,38,17,21,15152,0.38,0.572,FALSE,TRUE,FALSE,FALSE,ESPN3,Durham,NC,FALSE,FALSE,3rd_Down_Conv,13,,,,5,38.46153846,,,,,,,
Georgia Tech,-3.5,-8.8,Grass,10,8,2022,Sat,16,Away,L,20,23,-3,32041,0.58,0.542,FALSE,TRUE,TRUE,FALSE,ESPN3,Atlanta,GA,FALSE,FALSE,3rd_Down_Conv,18,,,,6,33.33333333,,,,,,,
North Carolina,6.2,0.9,Grass,10,15,2022,Sat,20,Home,L,35,38,-3,40004,1,0.336,FALSE,TRUE,FALSE,FALSE,ACCN,Durham,NC,FALSE,TRUE,3rd_Down_Conv,9,,,,4,44.44444444,,,,,,,
Miami (Fla.),-0.5,-5.8,Grass,10,22,2022,Sat,12.5,Away,W,45,21,24,57421,0.88,0.244,FALSE,TRUE,FALSE,FALSE,ESPN3,Miami Gardens,FL,FALSE,FALSE,3rd_Down_Conv,16,,,,7,43.75,,,,,,,
Boston College,-7.4,-12.7,Turf,11,4,2022,Fri,19,Away,W,38,31,7,34092,0.77,0.752,FALSE,TRUE,FALSE,FALSE,ESPN2,Chestnut Hill,MA,FALSE,FALSE,3rd_Down_Conv,12,,,,5,41.66666667,,,,,,,
Virginia Tech,-6.2,-11.5,Grass,11,12,2022,Sat,12,Home,W,24,7,17,20857,0.52,0.795,FALSE,TRUE,FALSE,FALSE,ESPN3,Durham,NC,FALSE,FALSE,3rd_Down_Conv,16,,,,8,50,,,,,,,
